risk_card_id,risk_entity_id,candidate_id,card_type,card_title,card_level,card_color,horizon,risk_probability_display,card_summary,candidate_reason,is_primary,source_module,evidence_count,suggested_action,user_visible_caveat,created_at,source_detector_name,risk_card_count
card_purchase_frequency_fluctuation_warning_F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712|H3,frequency_drop,Frequency drop evidence,observation,gray,H3,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,frequency evidence needs business review,2025-09-30,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712|H3,quantity_drop,Quantity change evidence,observation,gray,H3,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,quantity evidence is auxiliary and review-required,2025-09-30,purchase_quantity_fluctuation_warning,4
card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,one_shot_attention,New terminal attention,attention,gray,H3,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-09-30,,4
card_purchase_frequency_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,frequency_drop,Frequency drop evidence,attention,gray,H3,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,frequency evidence needs business review,2025-09-30,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,quantity_drop,Quantity change evidence,attention,gray,H3,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,quantity evidence is auxiliary and review-required,2025-09-30,purchase_quantity_fluctuation_warning,4
card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,new_terminal_attention,New terminal fact,attention,gray,H3,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-09-30,new_terminal_detection,4
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,demand_shape_observation,Observation item,observation,gray,H3,hidden,Selected for observation; not a strong warning.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Continue monitoring without treating it as high risk.,Observation item is not high risk.,2025-09-30,,3
card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,frequency_drop,Frequency drop evidence,observation,gray,H3,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,frequency evidence needs business review,2025-09-30,purchase_frequency_fluctuation_warning,3
card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,quantity_drop,Quantity change evidence,observation,gray,H3,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,quantity evidence is auxiliary and review-required,2025-09-30,purchase_quantity_fluctuation_warning,3
card_primary_DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,demand_shape_observation,Observation item,observation,gray,H3,hidden,Selected for observation; not a strong warning.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Continue monitoring without treating it as high risk.,Observation item is not high risk.,2025-09-30,,4
card_purchase_interval_overdue_warning_DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,interval_overdue,Purchase interval evidence,observation,gray,H3,hidden,Time since last purchase is above historical rhythm.,over_historical_interval,False,detector,0,Continue monitoring without treating it as high risk.,interval evidence is not a calibrated probability,2025-09-30,purchase_interval_overdue_warning,4
card_purchase_frequency_fluctuation_warning_DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,frequency_drop,Frequency drop evidence,observation,gray,H3,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,frequency evidence needs business review,2025-09-30,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,quantity_drop,Quantity change evidence,observation,gray,H3,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,quantity evidence is auxiliary and review-required,2025-09-30,purchase_quantity_fluctuation_warning,4
card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YL6804527|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6804527|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6804527|ZA04CBH0205010303704|H3,one_shot_attention,New terminal attention,attention,gray,H3,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-09-30,,2
card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YL6804527|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6804527|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6804527|ZA04CBH0205010303704|H3,new_terminal_attention,New terminal fact,attention,gray,H3,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-09-30,new_terminal_detection,2
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL363031|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL363031|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL363031|e55aab9b3ee754a3580eded051caa1c2|H3,one_shot_attention,New terminal attention,attention,gray,H3,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-09-30,,4
card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL363031|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL363031|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL363031|e55aab9b3ee754a3580eded051caa1c2|H3,frequency_drop,Frequency drop evidence,attention,gray,H3,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,frequency evidence needs business review,2025-09-30,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL363031|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL363031|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL363031|e55aab9b3ee754a3580eded051caa1c2|H3,quantity_drop,Quantity change evidence,attention,gray,H3,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,quantity evidence is auxiliary and review-required,2025-09-30,purchase_quantity_fluctuation_warning,4
card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YL363031|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL363031|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL363031|e55aab9b3ee754a3580eded051caa1c2|H3,new_terminal_attention,New terminal fact,attention,gray,H3,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-09-30,new_terminal_detection,4
card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,one_shot_attention,New terminal attention,attention,gray,H3,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-09-30,,4
card_purchase_frequency_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,frequency_drop,Frequency drop evidence,attention,gray,H3,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,frequency evidence needs business review,2025-09-30,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,quantity_drop,Quantity change evidence,attention,gray,H3,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,quantity evidence is auxiliary and review-required,2025-09-30,purchase_quantity_fluctuation_warning,4
card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,new_terminal_attention,New terminal fact,attention,gray,H3,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-09-30,new_terminal_detection,4
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL651909|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL651909|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL651909|XA12AAF426X001010203705|H3,demand_shape_observation,Observation item,observation,gray,H3,hidden,Selected for observation; not a strong warning.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Continue monitoring without treating it as high risk.,Observation item is not high risk.,2025-09-30,,2
card_purchase_interval_overdue_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL651909|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL651909|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL651909|XA12AAF426X001010203705|H3,interval_overdue,Purchase interval evidence,observation,gray,H3,hidden,Time since last purchase is above historical rhythm.,over_historical_interval,False,detector,0,Continue monitoring without treating it as high risk.,interval evidence is not a calibrated probability,2025-09-30,purchase_interval_overdue_warning,2
card_primary_DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,one_shot_attention,New terminal attention,attention,gray,H3,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-09-30,,4
card_purchase_frequency_fluctuation_warning_DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,frequency_drop,Frequency drop evidence,attention,gray,H3,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,frequency evidence needs business review,2025-09-30,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,quantity_drop,Quantity change evidence,attention,gray,H3,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,quantity evidence is auxiliary and review-required,2025-09-30,purchase_quantity_fluctuation_warning,4
card_new_terminal_detection_DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,new_terminal_attention,New terminal fact,attention,gray,H3,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-09-30,new_terminal_detection,4
card_primary_DFC52F4CCF384D849D053242EA2935F3|YLNS00459017|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00459017|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00459017|ZA12AAN0014010103711|H3,one_shot_attention,New terminal attention,attention,gray,H3,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-09-30,,2
card_new_terminal_detection_DFC52F4CCF384D849D053242EA2935F3|YLNS00459017|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00459017|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00459017|ZA12AAN0014010103711|H3,new_terminal_attention,New terminal fact,attention,gray,H3,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-09-30,new_terminal_detection,2
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL630752|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL630752|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL630752|XA12AAF426X001010203705|H3,demand_shape_observation,Observation item,observation,gray,H3,hidden,Selected for observation; not a strong warning.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Continue monitoring without treating it as high risk.,Observation item is not high risk.,2025-09-30,,2
card_purchase_interval_overdue_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL630752|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL630752|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL630752|XA12AAF426X001010203705|H3,interval_overdue,Purchase interval evidence,observation,gray,H3,hidden,Time since last purchase is above historical rhythm.,over_historical_interval,False,detector,0,Continue monitoring without treating it as high risk.,interval evidence is not a calibrated probability,2025-09-30,purchase_interval_overdue_warning,2
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6566627|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6566627|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6566627|e55aab9b3ee754a3580eded051caa1c2|H3,one_shot_attention,New terminal attention,attention,gray,H3,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-09-30,,2
card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YL6566627|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6566627|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6566627|e55aab9b3ee754a3580eded051caa1c2|H3,new_terminal_attention,New terminal fact,attention,gray,H3,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-09-30,new_terminal_detection,2
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6804533|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6804533|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6804533|XA12CBP084X001010403705|H3,one_shot_attention,New terminal attention,attention,gray,H3,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-09-30,,2
card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YL6804533|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6804533|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6804533|XA12CBP084X001010403705|H3,new_terminal_attention,New terminal fact,attention,gray,H3,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-09-30,new_terminal_detection,2
