tenant_id,hospital_code,hospital_display_name,risk_entity_count,high_risk_count
default_tenant,YL212932,YL212932,2,0
default_tenant,YL213201,YL213201,3,0
default_tenant,YL213799,YL213799,1,0
default_tenant,YL214277,YL214277,3,0
default_tenant,YL214375,YL214375,3,0
default_tenant,YL214397,YL214397,1,0
default_tenant,YL220045,YL220045,1,0
default_tenant,YL220142,YL220142,1,0
default_tenant,YL220144,YL220144,3,0
default_tenant,YL220183,YL220183,3,0
default_tenant,YL220214,YL220214,3,0
default_tenant,YL220273,YL220273,1,0
default_tenant,YL220288,YL220288,3,0
default_tenant,YL220306,YL220306,1,0
default_tenant,YL220334,YL220334,6,0
default_tenant,YL220439,YL220439,1,0
default_tenant,YL220468,YL220468,1,0
default_tenant,YL220487,YL220487,3,0
default_tenant,YL220501,YL220501,1,0
default_tenant,YL220508,YL220508,1,0
default_tenant,YL220530,YL220530,1,0
default_tenant,YL220547,YL220547,3,0
default_tenant,YL220639,YL220639,1,0
default_tenant,YL220668,YL220668,1,0
default_tenant,YL220750,YL220750,1,0
default_tenant,YL220782,YL220782,1,0
default_tenant,YL220955,YL220955,1,0
default_tenant,YL220980,YL220980,1,0
default_tenant,YL221159,YL221159,3,0
default_tenant,YL221241,YL221241,3,0
default_tenant,YL221338,YL221338,1,0
default_tenant,YL221375,YL221375,1,0
default_tenant,YL221415,YL221415,2,0
default_tenant,YL221449,YL221449,2,0
default_tenant,YL221459,YL221459,3,0
default_tenant,YL221461,YL221461,1,0
default_tenant,YL221636,YL221636,3,0
default_tenant,YL221649,YL221649,3,0
default_tenant,YL221673,YL221673,1,0
default_tenant,YL230371,YL230371,1,0
default_tenant,YL230534,YL230534,1,0
default_tenant,YL230647,YL230647,3,0
default_tenant,YL231002,YL231002,1,0
default_tenant,YL231290,YL231290,2,0
default_tenant,YL231499,YL231499,2,0
default_tenant,YL231509,YL231509,3,0
default_tenant,YL232310,YL232310,3,0
default_tenant,YL232413,YL232413,1,0
default_tenant,YL232634,YL232634,2,0
default_tenant,YL232691,YL232691,1,0
default_tenant,YL233165,YL233165,1,0
default_tenant,YL233429,YL233429,1,1
default_tenant,YL233534,YL233534,2,0
default_tenant,YL233880,YL233880,3,0
default_tenant,YL234384,YL234384,1,0
default_tenant,YL234567,YL234567,3,0
default_tenant,YL234599,YL234599,2,0
default_tenant,YL234613,YL234613,2,0
default_tenant,YL234639,YL234639,1,0
default_tenant,YL234652,YL234652,1,0
default_tenant,YL234724,YL234724,1,0
default_tenant,YL234810,YL234810,2,0
default_tenant,YL3300274,YL3300274,2,0
default_tenant,YL330931,YL330931,3,0
default_tenant,YL331590,YL331590,1,0
default_tenant,YL331880,YL331880,3,0
default_tenant,YL331950,YL331950,3,0
default_tenant,YL332924,YL332924,1,0
default_tenant,YL340518,YL340518,2,0
default_tenant,YL342850,YL342850,3,0
default_tenant,YL343602,YL343602,3,0
default_tenant,YL345136,YL345136,3,0
default_tenant,YL350081,YL350081,3,0
default_tenant,YL350841,YL350841,2,0
default_tenant,YL351078,YL351078,3,0
default_tenant,YL351361,YL351361,3,0
default_tenant,YL352335,YL352335,3,0
default_tenant,YL360030,YL360030,2,0
default_tenant,YL360196,YL360196,1,0
default_tenant,YL360220,YL360220,1,1
default_tenant,YL360534,YL360534,1,0
default_tenant,YL360630,YL360630,3,0
default_tenant,YL360983,YL360983,1,0
default_tenant,YL361825,YL361825,2,0
default_tenant,YL362419,YL362419,3,0
default_tenant,YL362667,YL362667,3,0
default_tenant,YL362823,YL362823,1,0
default_tenant,YL363031,YL363031,2,0
default_tenant,YL363514,YL363514,3,0
default_tenant,YL363581,YL363581,1,0
default_tenant,YL3700449,YL3700449,1,1
default_tenant,YL370631,YL370631,1,0
default_tenant,YL370708,YL370708,1,0
default_tenant,YL371165,YL371165,3,0
default_tenant,YL371257,YL371257,3,0
default_tenant,YL371269,YL371269,3,0
default_tenant,YL371367,YL371367,1,0
default_tenant,YL371420,YL371420,1,0
default_tenant,YL371439,YL371439,3,0
default_tenant,YL372103,YL372103,1,0
default_tenant,YL372946,YL372946,1,0
default_tenant,YL373056,YL373056,3,0
default_tenant,YL373124,YL373124,1,0
default_tenant,YL373251,YL373251,2,0
default_tenant,YL373352,YL373352,1,0
default_tenant,YL374290,YL374290,1,0
default_tenant,YL374817,YL374817,3,0
default_tenant,YL375446,YL375446,1,0
default_tenant,YL375497,YL375497,3,0
default_tenant,YL375812,YL375812,1,0
default_tenant,YL375825,YL375825,1,0
default_tenant,YL377141,YL377141,1,0
default_tenant,YL377553,YL377553,3,0
default_tenant,YL377824,YL377824,3,0
default_tenant,YL378385,YL378385,1,0
default_tenant,YL410020,YL410020,3,0
default_tenant,YL410323,YL410323,3,0
default_tenant,YL410384,YL410384,2,0
default_tenant,YL410579,YL410579,3,0
default_tenant,YL410781,YL410781,1,0
default_tenant,YL411053,YL411053,1,0
default_tenant,YL411400,YL411400,2,0
default_tenant,YL411465,YL411465,2,0
default_tenant,YL4116213,YL4116213,2,0
default_tenant,YL411668,YL411668,1,0
default_tenant,YL412013,YL412013,3,0
default_tenant,YL412376,YL412376,1,0
default_tenant,YL412526,YL412526,2,0
default_tenant,YL412571,YL412571,3,0
default_tenant,YL413142,YL413142,4,0
default_tenant,YL413207,YL413207,3,0
default_tenant,YL413374,YL413374,3,0
default_tenant,YL413379,YL413379,2,0
default_tenant,YL413468,YL413468,1,0
default_tenant,YL413487,YL413487,1,0
default_tenant,YL413595,YL413595,1,0
default_tenant,YL413684,YL413684,3,0
default_tenant,YL413717,YL413717,1,0
default_tenant,YL413754,YL413754,1,0
default_tenant,YL413959,YL413959,1,0
default_tenant,YL414558,YL414558,1,0
default_tenant,YL414726,YL414726,1,0
default_tenant,YL414844,YL414844,3,0
default_tenant,YL414932,YL414932,3,0
default_tenant,YL415674,YL415674,2,0
default_tenant,YL416205,YL416205,1,0
default_tenant,YL4200024,YL4200024,3,0
default_tenant,YL420204,YL420204,1,0
default_tenant,YL420280,YL420280,3,0
default_tenant,YL420596,YL420596,1,0
default_tenant,YL422127,YL422127,3,0
default_tenant,YL422221,YL422221,3,0
default_tenant,YL422260,YL422260,1,0
default_tenant,YL4300012,YL4300012,2,0
default_tenant,YL430526,YL430526,3,0
default_tenant,YL431239,YL431239,1,0
default_tenant,YL431432,YL431432,1,0
default_tenant,YL432159,YL432159,3,0
default_tenant,YL433816,YL433816,3,0
default_tenant,YL433883,YL433883,3,0
default_tenant,YL440062,YL440062,2,0
default_tenant,YL440602,YL440602,1,0
default_tenant,YL440637,YL440637,2,0
default_tenant,YL440955,YL440955,3,0
default_tenant,YL440982,YL440982,2,0
default_tenant,YL441481,YL441481,2,0
default_tenant,YL441950,YL441950,1,0
default_tenant,YL442058,YL442058,3,3
default_tenant,YL442067,YL442067,1,0
default_tenant,YL442265,YL442265,1,0
default_tenant,YL442696,YL442696,1,0
default_tenant,YL442702,YL442702,1,0
default_tenant,YL443040,YL443040,3,3
default_tenant,YL443739,YL443739,2,0
default_tenant,YL443852,YL443852,1,0
default_tenant,YL443958,YL443958,3,0
default_tenant,YL444809,YL444809,1,0
default_tenant,YL445211,YL445211,1,0
default_tenant,YL445569,YL445569,1,0
default_tenant,YL445618,YL445618,3,0
default_tenant,YL445711,YL445711,2,0
default_tenant,YL445857,YL445857,1,0
default_tenant,YL445953,YL445953,1,0
default_tenant,YL445971,YL445971,3,0
default_tenant,YL450768,YL450768,1,0
default_tenant,YL451608,YL451608,3,0
default_tenant,YL451622,YL451622,1,0
default_tenant,YL452447,YL452447,1,1
default_tenant,YL452588,YL452588,3,0
default_tenant,YL460566,YL460566,1,0
default_tenant,YL5001911,YL5001911,1,0
default_tenant,YL500273,YL500273,3,0
default_tenant,YL500456,YL500456,2,0
default_tenant,YL500531,YL500531,3,0
default_tenant,YL500601,YL500601,1,0
default_tenant,YL502029,YL502029,1,0
default_tenant,YL502192,YL502192,1,0
default_tenant,YL502311,YL502311,1,0
default_tenant,YL502333,YL502333,2,0
default_tenant,YL5100371,YL5100371,2,0
default_tenant,YL510183,YL510183,1,0
default_tenant,YL510274,YL510274,3,0
default_tenant,YL510364,YL510364,3,0
default_tenant,YL510565,YL510565,1,0
default_tenant,YL510833,YL510833,3,0
default_tenant,YL510907,YL510907,1,0
default_tenant,YL510931,YL510931,1,0
default_tenant,YL511040,YL511040,1,0
default_tenant,YL511193,YL511193,1,0
default_tenant,YL511223,YL511223,1,0
default_tenant,YL511463,YL511463,1,0
default_tenant,YL511464,YL511464,3,0
default_tenant,YL511523,YL511523,2,0
default_tenant,YL511572,YL511572,1,0
default_tenant,YL511593,YL511593,3,0
default_tenant,YL511884,YL511884,1,0
default_tenant,YL512123,YL512123,3,0
default_tenant,YL512126,YL512126,2,0
default_tenant,YL512194,YL512194,2,0
default_tenant,YL512772,YL512772,1,1
default_tenant,YL512874,YL512874,3,0
default_tenant,YL513167,YL513167,3,0
default_tenant,YL513456,YL513456,1,0
default_tenant,YL513516,YL513516,3,0
default_tenant,YL513587,YL513587,2,0
default_tenant,YL513803,YL513803,1,0
default_tenant,YL513844,YL513844,2,0
default_tenant,YL514094,YL514094,2,0
default_tenant,YL514109,YL514109,1,0
default_tenant,YL514270,YL514270,3,0
default_tenant,YL514274,YL514274,2,0
default_tenant,YL514340,YL514340,2,0
default_tenant,YL514520,YL514520,3,0
default_tenant,YL514652,YL514652,1,0
default_tenant,YL514731,YL514731,3,0
default_tenant,YL514743,YL514743,2,0
default_tenant,YL514893,YL514893,1,0
default_tenant,YL514972,YL514972,2,0
default_tenant,YL515026,YL515026,2,0
default_tenant,YL515077,YL515077,2,0
default_tenant,YL515191,YL515191,1,0
default_tenant,YL515813,YL515813,3,0
default_tenant,YL515959,YL515959,2,0
default_tenant,YL516080,YL516080,2,0
default_tenant,YL516200,YL516200,1,0
default_tenant,YL516257,YL516257,1,0
default_tenant,YL516260,YL516260,2,0
default_tenant,YL516284,YL516284,4,0
default_tenant,YL516442,YL516442,2,0
default_tenant,YL516547,YL516547,7,0
default_tenant,YL520404,YL520404,3,0
default_tenant,YL520576,YL520576,3,0
default_tenant,YL520862,YL520862,3,0
default_tenant,YL520925,YL520925,1,0
default_tenant,YL521019,YL521019,1,1
default_tenant,YL521065,YL521065,3,0
default_tenant,YL522097,YL522097,6,0
default_tenant,YL522110,YL522110,3,0
default_tenant,YL522505,YL522505,3,0
default_tenant,YL523003,YL523003,2,0
default_tenant,YL523173,YL523173,2,0
default_tenant,YL523272,YL523272,3,0
default_tenant,YL523578,YL523578,3,0
default_tenant,YL5300387,YL5300387,1,0
default_tenant,YL530418,YL530418,1,0
default_tenant,YL530754,YL530754,1,0
default_tenant,YL531118,YL531118,3,0
default_tenant,YL531634,YL531634,1,0
default_tenant,YL531749,YL531749,1,0
default_tenant,YL532667,YL532667,1,0
default_tenant,YL533121,YL533121,1,0
default_tenant,YL533473,YL533473,1,0
default_tenant,YL533816,YL533816,1,0
default_tenant,YL534122,YL534122,1,0
default_tenant,YL534978,YL534978,3,0
default_tenant,YL535092,YL535092,3,0
default_tenant,YL535165,YL535165,3,0
default_tenant,YL535226,YL535226,1,0
default_tenant,YL535253,YL535253,1,0
default_tenant,YL535368,YL535368,1,0
default_tenant,YL536278,YL536278,3,0
default_tenant,YL610070,YL610070,1,0
default_tenant,YL610108,YL610108,3,0
default_tenant,YL610213,YL610213,3,0
default_tenant,YL610232,YL610232,1,0
default_tenant,YL610254,YL610254,2,0
default_tenant,YL610340,YL610340,1,0
default_tenant,YL610527,YL610527,1,0
default_tenant,YL610687,YL610687,1,0
default_tenant,YL610849,YL610849,1,0
default_tenant,YL610917,YL610917,1,1
default_tenant,YL610957,YL610957,1,0
default_tenant,YL611257,YL611257,1,0
default_tenant,YL611546,YL611546,3,0
default_tenant,YL611570,YL611570,2,2
default_tenant,YL611754,YL611754,2,2
default_tenant,YL611869,YL611869,3,0
default_tenant,YL612181,YL612181,3,0
default_tenant,YL612473,YL612473,3,0
default_tenant,YL620158,YL620158,1,0
default_tenant,YL620225,YL620225,3,0
default_tenant,YL620652,YL620652,3,0
default_tenant,YL620790,YL620790,2,0
default_tenant,YL621663,YL621663,3,0
default_tenant,YL621899,YL621899,3,0
default_tenant,YL630752,YL630752,2,0
default_tenant,YL631114,YL631114,1,0
default_tenant,YL650083,YL650083,3,0
default_tenant,YL650365,YL650365,1,0
default_tenant,YL650601,YL650601,1,0
default_tenant,YL650764,YL650764,1,0
default_tenant,YL650879,YL650879,1,0
default_tenant,YL650991,YL650991,3,0
default_tenant,YL651017,YL651017,3,0
default_tenant,YL651184,YL651184,1,0
default_tenant,YL651256,YL651256,3,0
default_tenant,YL651344,YL651344,1,0
default_tenant,YL651711,YL651711,3,0
default_tenant,YL651772,YL651772,2,0
default_tenant,YL651780,YL651780,1,0
default_tenant,YL651842,YL651842,3,0
default_tenant,YL651909,YL651909,3,0
default_tenant,YL651924,YL651924,1,0
default_tenant,YL651964,YL651964,2,0
default_tenant,YL652002,YL652002,3,0
default_tenant,YL652017,YL652017,3,0
default_tenant,YL652102,YL652102,3,0
default_tenant,YL652379,YL652379,3,0
default_tenant,YL652503,YL652503,3,0
default_tenant,YL652655,YL652655,3,0
default_tenant,YL653134,YL653134,3,0
default_tenant,YL653276,YL653276,1,0
default_tenant,YL653392,YL653392,2,0
default_tenant,YL654748,YL654748,3,0
default_tenant,YL6560276,YL6560276,3,0
default_tenant,YL6560314,YL6560314,2,0
default_tenant,YL6560767,YL6560767,2,0
default_tenant,YL6560971,YL6560971,2,0
default_tenant,YL6561116,YL6561116,1,0
default_tenant,YL6562026,YL6562026,3,0
default_tenant,YL6562033,YL6562033,2,0
default_tenant,YL6562319,YL6562319,2,0
default_tenant,YL6562964,YL6562964,3,0
default_tenant,YL6563201,YL6563201,3,0
default_tenant,YL6563580,YL6563580,1,0
default_tenant,YL6563621,YL6563621,3,0
default_tenant,YL6563724,YL6563724,4,0
default_tenant,YL6564660,YL6564660,1,0
default_tenant,YL6565192,YL6565192,2,0
default_tenant,YL6565732,YL6565732,3,0
default_tenant,YL6566627,YL6566627,3,0
default_tenant,YL6568501,YL6568501,3,0
default_tenant,YL6568504,YL6568504,3,0
default_tenant,YL6568839,YL6568839,1,0
default_tenant,YL6569179,YL6569179,1,0
default_tenant,YL6569374,YL6569374,1,0
default_tenant,YL6569539,YL6569539,3,0
default_tenant,YL6569562,YL6569562,3,0
default_tenant,YL6569960,YL6569960,3,0
default_tenant,YL6569973,YL6569973,3,0
default_tenant,YL6570142,YL6570142,1,0
default_tenant,YL6571059,YL6571059,2,0
default_tenant,YL6571060,YL6571060,3,0
default_tenant,YL6571286,YL6571286,1,0
default_tenant,YL6571301,YL6571301,1,0
default_tenant,YL6571769,YL6571769,1,0
default_tenant,YL6572316,YL6572316,1,0
default_tenant,YL6572438,YL6572438,3,0
default_tenant,YL6572503,YL6572503,3,0
default_tenant,YL6573338,YL6573338,1,0
default_tenant,YL6573895,YL6573895,1,0
default_tenant,YL6574037,YL6574037,3,0
default_tenant,YL6574289,YL6574289,3,0
default_tenant,YL6576273,YL6576273,2,0
default_tenant,YL6576654,YL6576654,3,0
default_tenant,YL6577038,YL6577038,1,0
default_tenant,YL6577172,YL6577172,2,0
default_tenant,YL6577386,YL6577386,3,0
default_tenant,YL6577864,YL6577864,2,0
default_tenant,YL6578247,YL6578247,1,0
default_tenant,YL6578635,YL6578635,1,0
default_tenant,YL6578712,YL6578712,1,0
default_tenant,YL6578914,YL6578914,1,0
default_tenant,YL6579264,YL6579264,1,0
default_tenant,YL657945,YL657945,3,0
default_tenant,YL6579749,YL6579749,3,0
default_tenant,YL6579818,YL6579818,1,0
default_tenant,YL6579892,YL6579892,1,0
default_tenant,YL6580927,YL6580927,2,0
default_tenant,YL6581430,YL6581430,3,0
default_tenant,YL6588660,YL6588660,2,0
default_tenant,YL6589104,YL6589104,1,0
default_tenant,YL6589156,YL6589156,1,0
default_tenant,YL6589250,YL6589250,2,0
default_tenant,YL6589450,YL6589450,3,0
default_tenant,YL6590199,YL6590199,1,0
default_tenant,YL6591418,YL6591418,3,0
default_tenant,YL6591640,YL6591640,3,0
default_tenant,YL6592017,YL6592017,3,0
default_tenant,YL6592609,YL6592609,1,0
default_tenant,YL6592748,YL6592748,3,0
default_tenant,YL6592920,YL6592920,3,0
default_tenant,YL6592958,YL6592958,2,0
default_tenant,YL6592960,YL6592960,3,0
default_tenant,YL6593034,YL6593034,3,0
default_tenant,YL6593105,YL6593105,1,0
default_tenant,YL6594431,YL6594431,3,0
default_tenant,YL6594646,YL6594646,1,0
default_tenant,YL6594824,YL6594824,3,0
default_tenant,YL659833,YL659833,3,0
default_tenant,YL662161,YL662161,1,0
default_tenant,YL662519,YL662519,1,0
default_tenant,YL665085,YL665085,3,0
default_tenant,YL667680,YL667680,3,0
default_tenant,YL667867,YL667867,3,0
default_tenant,YL670571,YL670571,3,0
default_tenant,YL670910,YL670910,3,0
default_tenant,YL670949,YL670949,1,0
default_tenant,YL671908,YL671908,1,0
default_tenant,YL672726,YL672726,1,0
default_tenant,YL673334,YL673334,2,0
default_tenant,YL673417,YL673417,1,0
default_tenant,YL673900,YL673900,3,0
default_tenant,YL674580,YL674580,3,0
default_tenant,YL675125,YL675125,1,0
default_tenant,YL675619,YL675619,3,0
default_tenant,YL675772,YL675772,1,0
default_tenant,YL6800037,YL6800037,2,0
default_tenant,YL6800725,YL6800725,2,0
default_tenant,YL6801326,YL6801326,2,0
default_tenant,YL6801415,YL6801415,1,0
default_tenant,YL6801529,YL6801529,3,0
default_tenant,YL6801886,YL6801886,1,0
default_tenant,YL6802123,YL6802123,3,0
default_tenant,YL6802177,YL6802177,1,0
default_tenant,YL6802180,YL6802180,3,0
default_tenant,YL6802346,YL6802346,2,0
default_tenant,YL6802712,YL6802712,1,0
default_tenant,YL6802732,YL6802732,1,0
default_tenant,YL6802883,YL6802883,3,0
default_tenant,YL6803446,YL6803446,3,0
default_tenant,YL6803599,YL6803599,3,0
default_tenant,YL6804027,YL6804027,3,0
default_tenant,YL6804241,YL6804241,3,0
default_tenant,YL6804435,YL6804435,3,0
default_tenant,YL6804453,YL6804453,3,0
default_tenant,YL6804488,YL6804488,5,0
default_tenant,YL6804527,YL6804527,3,0
default_tenant,YL6804533,YL6804533,6,0
default_tenant,YL680454,YL680454,2,0
default_tenant,YL6804946,YL6804946,1,0
default_tenant,YL6805220,YL6805220,3,0
default_tenant,YL6805456,YL6805456,2,0
default_tenant,YL6805458,YL6805458,3,0
default_tenant,YL6805957,YL6805957,3,0
default_tenant,YL6806219,YL6806219,2,0
default_tenant,YL6807394,YL6807394,1,0
default_tenant,YL6807600,YL6807600,2,0
default_tenant,YL6807633,YL6807633,3,0
default_tenant,YL6808012,YL6808012,2,0
default_tenant,YL6808086,YL6808086,1,0
default_tenant,YL6808309,YL6808309,3,0
default_tenant,YL6808387,YL6808387,3,0
default_tenant,YL6808573,YL6808573,2,0
default_tenant,YL6808727,YL6808727,3,0
default_tenant,YL680919,YL680919,3,0
default_tenant,YL6809211,YL6809211,3,0
default_tenant,YL6809218,YL6809218,3,0
default_tenant,YL6809647,YL6809647,2,0
default_tenant,YL6809718,YL6809718,3,0
default_tenant,YL6809759,YL6809759,3,0
default_tenant,YL6809797,YL6809797,3,0
default_tenant,YL6809925,YL6809925,2,0
default_tenant,YL6810532,YL6810532,3,0
default_tenant,YL6810953,YL6810953,2,0
default_tenant,YL6811804,YL6811804,3,0
default_tenant,YL6816011,YL6816011,3,0
default_tenant,YL684309,YL684309,3,0
default_tenant,YL684748,YL684748,2,0
default_tenant,YL684905,YL684905,2,0
default_tenant,YLNS00005743,YLNS00005743,2,0
default_tenant,YLNS00006477,YLNS00006477,2,0
default_tenant,YLNS00007724,YLNS00007724,1,0
default_tenant,YLNS00009582,YLNS00009582,3,0
default_tenant,YLNS00011862,YLNS00011862,3,0
default_tenant,YLNS00014327,YLNS00014327,3,0
default_tenant,YLNS00017414,YLNS00017414,3,0
default_tenant,YLNS00032146,YLNS00032146,3,0
default_tenant,YLNS00168722,YLNS00168722,2,0
default_tenant,YLNS00182544,YLNS00182544,2,0
default_tenant,YLNS00429128,YLNS00429128,3,0
default_tenant,YLNS00432092,YLNS00432092,2,0
default_tenant,YLNS00432882,YLNS00432882,2,0
default_tenant,YLNS00434645,YLNS00434645,2,0
default_tenant,YLNS00434672,YLNS00434672,3,0
default_tenant,YLNS00435610,YLNS00435610,2,0
default_tenant,YLNS00448038,YLNS00448038,3,0
default_tenant,YLNS00448446,YLNS00448446,3,0
default_tenant,YLNS00451518,YLNS00451518,3,0
default_tenant,YLNS00451927,YLNS00451927,2,0
default_tenant,YLNS00453325,YLNS00453325,1,0
default_tenant,YLNS00453708,YLNS00453708,3,0
default_tenant,YLNS00454100,YLNS00454100,2,0
default_tenant,YLNS00454522,YLNS00454522,2,0
default_tenant,YLNS00454552,YLNS00454552,1,0
default_tenant,YLNS00454859,YLNS00454859,2,0
default_tenant,YLNS00455588,YLNS00455588,6,0
default_tenant,YLNS00455613,YLNS00455613,3,0
default_tenant,YLNS00455786,YLNS00455786,3,0
default_tenant,YLNS00455935,YLNS00455935,3,0
default_tenant,YLNS00456004,YLNS00456004,3,0
default_tenant,YLNS00456865,YLNS00456865,1,0
default_tenant,YLNS00457679,YLNS00457679,2,0
default_tenant,YLNS00458058,YLNS00458058,3,0
default_tenant,YLNS00458252,YLNS00458252,3,0
default_tenant,YLNS00458298,YLNS00458298,5,0
default_tenant,YLNS00458747,YLNS00458747,1,0
default_tenant,YLNS00458948,YLNS00458948,3,0
default_tenant,YLNS00459017,YLNS00459017,2,0
default_tenant,YLNS00459042,YLNS00459042,2,0
default_tenant,YLNS00459089,YLNS00459089,3,0
default_tenant,YLNS00459112,YLNS00459112,2,0
default_tenant,YLNS00459236,YLNS00459236,2,0
default_tenant,YLNS00459292,YLNS00459292,3,0
default_tenant,YLNS00459435,YLNS00459435,1,0
default_tenant,YLNS00459539,YLNS00459539,3,0
default_tenant,YLNS00459541,YLNS00459541,3,0
default_tenant,YLNS00459556,YLNS00459556,3,0
default_tenant,YLNS00459573,YLNS00459573,3,0
default_tenant,YLNS00459581,YLNS00459581,2,0
default_tenant,YLNS00459585,YLNS00459585,3,0
default_tenant,YLNS00459587,YLNS00459587,2,0
default_tenant,YLNS00459591,YLNS00459591,3,0
default_tenant,YLNS00459594,YLNS00459594,3,0
default_tenant,YLNS00459605,YLNS00459605,3,0
default_tenant,YLNS00459647,YLNS00459647,3,0
default_tenant,YLNS00459846,YLNS00459846,2,0
default_tenant,YLNS00460228,YLNS00460228,1,0
default_tenant,YLNS00460417,YLNS00460417,3,0
default_tenant,YLNS00461766,YLNS00461766,1,0
