evidence_id,risk_card_id,risk_entity_id,candidate_id,evidence_type,evidence_level,evidence_text,business_metric_name,business_metric_value,source_feature_name,source_feature_value,visibility_level,sort_order
ev_1_card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6804488|XA12AAF426X001010203705|H3,card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6804488|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6804488|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6804488|XA12AAF426X001010203705|H3,selection_reason,business_visible,Selected as a new terminal attention item; not recurring churn.,,,,,business_visible,1
ev_1_card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YL6804488|XA12AAF426X001010203705|H3,card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YL6804488|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6804488|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6804488|XA12AAF426X001010203705|H3,new_terminal_attention,business_visible,Object is a new terminal attention item.,one_shot_attention_score,0.012877178883722711,one_shot_attention_score,0.012877178883722711,business_visible,1
ev_1_card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,selection_reason,business_visible,Selected as a new terminal attention item; not recurring churn.,,,,,business_visible,1
ev_1_card_purchase_frequency_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,card_purchase_frequency_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,frequency_drop,business_visible,Recent purchase frequency is below baseline.,frequency_ratio,0.0,frequency_ratio,0.0,business_visible,1
ev_1_card_purchase_quantity_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,card_purchase_quantity_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,quantity_drop,business_visible,Recent quantity is below baseline and needs review.,quantity_ratio,0.0,quantity_ratio,0.0,business_visible,1
ev_1_card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704|H3,new_terminal_attention,business_visible,Object is a new terminal attention item.,one_shot_attention_score,0.03583318982836806,one_shot_attention_score,0.03583318982836806,business_visible,1
ev_1_card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YL652655|ZA04CBH0205010503704|H3,card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YL652655|ZA04CBH0205010503704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL652655|ZA04CBH0205010503704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL652655|ZA04CBH0205010503704|H3,selection_reason,business_visible,Selected for observation; not a strong warning.,,,,,business_visible,1
ev_1_card_purchase_interval_overdue_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL652655|ZA04CBH0205010503704|H3,card_purchase_interval_overdue_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL652655|ZA04CBH0205010503704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL652655|ZA04CBH0205010503704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL652655|ZA04CBH0205010503704|H3,interval_overdue,business_visible,Time since last purchase is above historical rhythm.,current_interval_over_median,5.939024390243902,current_interval_over_median,5.939024390243902,business_visible,1
ev_1_card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6571060|XA12CBP084X001010403705|H3,selection_reason,business_visible,Selected for observation; not a strong warning.,,,,,business_visible,1
ev_1_card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,selection_reason,business_visible,Selected for observation; not a strong warning.,,,,,business_visible,1
ev_1_card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,frequency_drop,business_visible,Recent purchase frequency is below baseline.,frequency_ratio,0.0,frequency_ratio,0.0,business_visible,1
ev_1_card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,quantity_drop,business_visible,Recent quantity is below baseline and needs review.,quantity_ratio,0.0,quantity_ratio,0.0,business_visible,1
ev_1_card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,selection_reason,business_visible,Selected for observation; not a strong warning.,,,,,business_visible,1
ev_1_card_purchase_interval_overdue_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,card_purchase_interval_overdue_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,interval_overdue,business_visible,Time since last purchase is above historical rhythm.,current_interval_over_median,1.8295765027322404,current_interval_over_median,1.8295765027322404,business_visible,1
ev_1_card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,frequency_drop,business_visible,Recent purchase frequency is below baseline.,frequency_ratio,0.0,frequency_ratio,0.0,business_visible,1
ev_1_card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|XA12AAF426X001010203705|H3,quantity_drop,business_visible,Recent quantity is below baseline and needs review.,quantity_ratio,0.0,quantity_ratio,0.0,business_visible,1
ev_1_card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,selection_reason,business_visible,Selected as a new terminal attention item; not recurring churn.,,,,,business_visible,1
ev_1_card_purchase_frequency_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,card_purchase_frequency_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,frequency_drop,business_visible,Recent purchase frequency is below baseline.,frequency_ratio,0.0,frequency_ratio,0.0,business_visible,1
ev_1_card_purchase_quantity_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,card_purchase_quantity_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,quantity_drop,business_visible,Recent quantity is below baseline and needs review.,quantity_ratio,0.0,quantity_ratio,0.0,business_visible,1
ev_1_card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL137144|ZA04CBH0205010303704|H3,new_terminal_attention,business_visible,Object is a new terminal attention item.,one_shot_attention_score,0.09551212138606663,one_shot_attention_score,0.09551212138606663,business_visible,1
ev_1_card_primary_DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,card_primary_DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,selection_reason,business_visible,Selected for observation; not a strong warning.,,,,,business_visible,1
ev_1_card_purchase_interval_overdue_warning_DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,card_purchase_interval_overdue_warning_DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00434645|ZA12AAN0014010103711|H3,interval_overdue,business_visible,Time since last purchase is above historical rhythm.,current_interval_over_median,11.78225806451613,current_interval_over_median,11.78225806451613,business_visible,1
ev_1_card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YL651256|ZA04CBH0205010503704|H3,card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YL651256|ZA04CBH0205010503704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL651256|ZA04CBH0205010503704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL651256|ZA04CBH0205010503704|H3,selection_reason,business_visible,Selected as a new terminal attention item; not recurring churn.,,,,,business_visible,1
ev_1_card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YL651256|ZA04CBH0205010503704|H3,card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YL651256|ZA04CBH0205010503704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL651256|ZA04CBH0205010503704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL651256|ZA04CBH0205010503704|H3,new_terminal_attention,business_visible,Object is a new terminal attention item.,one_shot_attention_score,0.012877178883722711,one_shot_attention_score,0.012877178883722711,business_visible,1
ev_1_card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6807394|XA12CBP084X001010403705|H3,card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6807394|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6807394|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6807394|XA12CBP084X001010403705|H3,selection_reason,business_visible,Selected as a new terminal attention item; not recurring churn.,,,,,business_visible,1
ev_1_card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YL6807394|XA12CBP084X001010403705|H3,card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YL6807394|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6807394|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6807394|XA12CBP084X001010403705|H3,new_terminal_attention,business_visible,Object is a new terminal attention item.,one_shot_attention_score,0.012877178883722711,one_shot_attention_score,0.012877178883722711,business_visible,1
ev_1_card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,selection_reason,business_visible,Selected as a new terminal attention item; not recurring churn.,,,,,business_visible,1
ev_1_card_purchase_frequency_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,card_purchase_frequency_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,frequency_drop,business_visible,Recent purchase frequency is below baseline.,frequency_ratio,0.0,frequency_ratio,0.0,business_visible,1
ev_1_card_purchase_quantity_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,card_purchase_quantity_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,quantity_drop,business_visible,Recent quantity is below baseline and needs review.,quantity_ratio,0.0,quantity_ratio,0.0,business_visible,1
ev_1_card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,new_terminal_attention,business_visible,Object is a new terminal attention item.,one_shot_attention_score,0.1618879513231158,one_shot_attention_score,0.1618879513231158,business_visible,1
ev_1_card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,selection_reason,business_visible,Selected as a new terminal attention item; not recurring churn.,,,,,business_visible,1
ev_1_card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,frequency_drop,business_visible,Recent purchase frequency is below baseline.,frequency_ratio,0.0,frequency_ratio,0.0,business_visible,1
ev_1_card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,quantity_drop,business_visible,Recent quantity is below baseline and needs review.,quantity_ratio,0.0,quantity_ratio,0.0,business_visible,1
ev_1_card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,new_terminal_attention,business_visible,Object is a new terminal attention item.,one_shot_attention_score,0.2570987122821116,one_shot_attention_score,0.2570987122821116,business_visible,1
ev_1_card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL511223|e55aab9b3ee754a3580eded051caa1c2|H3,card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL511223|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL511223|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL511223|e55aab9b3ee754a3580eded051caa1c2|H3,selection_reason,business_visible,Selected for observation; not a strong warning.,,,,,business_visible,1
ev_1_card_purchase_interval_overdue_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL511223|e55aab9b3ee754a3580eded051caa1c2|H3,card_purchase_interval_overdue_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL511223|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL511223|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL511223|e55aab9b3ee754a3580eded051caa1c2|H3,interval_overdue,business_visible,Time since last purchase is above historical rhythm.,current_interval_over_median,11.78225806451613,current_interval_over_median,11.78225806451613,business_visible,1
ev_1_card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,selection_reason,business_visible,Selected as a new terminal attention item; not recurring churn.,,,,,business_visible,1
ev_1_card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,frequency_drop,business_visible,Recent purchase frequency is below baseline.,frequency_ratio,0.0,frequency_ratio,0.0,business_visible,1
ev_1_card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,quantity_drop,business_visible,Recent quantity is below baseline and needs review.,quantity_ratio,0.0,quantity_ratio,0.0,business_visible,1
