risk_entity_id,candidate_id,entity_id,tenant_id,enterprise_id,manufacturer_code,manufacturer_display_name,hospital_code,hospital_display_name,drug_code,drug_group,drug_group_source,drug_display_name,report_month,cutoff_month,primary_horizon,risk_probability_display,risk_probability_value,probability_display_mode,risk_level,risk_color,risk_score_display,palive_display,palive_display_mode,value_at_risk_display,potential_value_level,business_priority_display,main_reason_summary,risk_type_label,region_code,region_display_name,review_status,final_candidate_status,review_priority,evidence_strength,risk_card_count,has_work_order,is_high_risk,is_observation,is_one_shot,is_probability_allowed,user_visible_caveat,suggested_action_short,auto_dispatch_allowed,created_at
43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704,default_tenant,default_enterprise,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YL6574037,YL6574037,ZA04CBH0205010303704,ZA04CBH0205010303704,drug_code,ZA04CBH0205010303704,2025-10,2025-10-31,H3,hidden,,hide_probability,attention,gray,0.9606,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,130000,130000,one_shot_attention,one_shot_attention,P3,medium,0,False,False,False,True,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Check second-purchase opportunity,False,2026-07-09T06:35:52.272567+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL651256|ZA04CBH0205010503704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL651256|ZA04CBH0205010503704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL651256|ZA04CBH0205010503704,default_tenant,default_enterprise,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YL651256,YL651256,ZA04CBH0205010503704,ZA04CBH0205010503704,drug_code,ZA04CBH0205010503704,2025-10,2025-10-31,H3,hidden,,hide_probability,attention,gray,0.9531,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,650000,650000,one_shot_attention,one_shot_attention,P3,weak,0,False,False,False,True,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Check second-purchase opportunity,False,2026-07-09T06:35:52.272567+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL6807394|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6807394|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6807394|XA12CBP084X001010403705,default_tenant,default_enterprise,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL6807394,YL6807394,XA12CBP084X001010403705,XA12CBP084X001010403705,drug_code,XA12CBP084X001010403705,2025-10,2025-10-31,H3,hidden,,hide_probability,attention,gray,0.9531,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,650000,650000,one_shot_attention,one_shot_attention,P3,weak,0,False,False,False,True,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Check second-purchase opportunity,False,2026-07-09T06:35:52.272567+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704,default_tenant,default_enterprise,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YL6807633,YL6807633,ZA04CBH0205010303704,ZA04CBH0205010303704,drug_code,ZA04CBH0205010303704,2025-10,2025-10-31,H3,hidden,,hide_probability,attention,gray,0.9523,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,130000,130000,one_shot_attention,one_shot_attention,P3,medium,0,False,False,False,True,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Check second-purchase opportunity,False,2026-07-09T06:35:52.272567+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705,default_tenant,default_enterprise,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YLNS00006477,YLNS00006477,ZA01BAS0839020103705,ZA01BAS0839020103705,drug_code,ZA01BAS0839020103705,2025-10,2025-10-31,H3,hidden,,hide_probability,attention,gray,0.9521,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,130000,130000,one_shot_attention,one_shot_attention,P3,medium,0,False,False,False,True,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Check second-purchase opportunity,False,2026-07-09T06:35:52.272567+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL511223|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL511223|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL511223|e55aab9b3ee754a3580eded051caa1c2,default_tenant,default_enterprise,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL511223,YL511223,e55aab9b3ee754a3580eded051caa1c2,e55aab9b3ee754a3580eded051caa1c2,drug_code,e55aab9b3ee754a3580eded051caa1c2,2025-10,2025-10-31,H3,hidden,,hide_probability,observation,gray,0.952,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,510000,510000,observation_only,observation_only,P3,weak,0,False,False,True,False,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Continue monitoring,False,2026-07-09T06:35:52.272567+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL411400|e55aab9b3ee754a3580eded051caa1c2,default_tenant,default_enterprise,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL411400,YL411400,e55aab9b3ee754a3580eded051caa1c2,e55aab9b3ee754a3580eded051caa1c2,drug_code,e55aab9b3ee754a3580eded051caa1c2,2025-10,2025-10-31,H3,hidden,,hide_probability,attention,gray,0.9519,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,410000,410000,one_shot_attention,one_shot_attention,P3,medium,0,False,False,False,True,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Check second-purchase opportunity,False,2026-07-09T06:35:52.272567+00:00
DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H3,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711,default_tenant,default_enterprise,DFC52F4CCF384D849D053242EA2935F3,DFC52F4CCF384D849D053242EA2935F3,YLNS00182544,YLNS00182544,ZA12AAN0014010103711,ZA12AAN0014010103711,drug_code,ZA12AAN0014010103711,2025-10,2025-10-31,H3,hidden,,hide_probability,attention,gray,0.9519,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,360000,360000,one_shot_attention,one_shot_attention,P3,weak,0,False,False,False,True,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Check second-purchase opportunity,False,2026-07-09T06:35:52.272567+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704,default_tenant,default_enterprise,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YL6574037,YL6574037,ZA04CBH0205010303704,ZA04CBH0205010303704,drug_code,ZA04CBH0205010303704,2025-10,2025-10-31,H6,hidden,,hide_probability,attention,gray,0.9516,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,130000,130000,one_shot_attention,one_shot_attention,P3,medium,0,False,False,False,True,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Check second-purchase opportunity,False,2026-07-09T06:35:52.272567+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL006585460|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL006585460|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL006585460|ZA04CBH0205010303704,default_tenant,default_enterprise,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YL006585460,YL006585460,ZA04CBH0205010303704,ZA04CBH0205010303704,drug_code,ZA04CBH0205010303704,2025-10,2025-10-31,H3,hidden,,hide_probability,attention,gray,0.9515,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,130000,130000,one_shot_attention,one_shot_attention,P3,weak,0,False,False,False,True,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Check second-purchase opportunity,False,2026-07-09T06:35:52.272567+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL140316|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL140316|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL140316|ZA01BAS0839020103705,default_tenant,default_enterprise,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL140316,YL140316,ZA01BAS0839020103705,ZA01BAS0839020103705,drug_code,ZA01BAS0839020103705,2025-10,2025-10-31,H3,hidden,,hide_probability,attention,gray,0.9515,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,140000,140000,one_shot_attention,one_shot_attention,P3,weak,0,False,False,False,True,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Check second-purchase opportunity,False,2026-07-09T06:35:52.272567+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL142386|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL142386|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL142386|ZA01BAS0839020103705,default_tenant,default_enterprise,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL142386,YL142386,ZA01BAS0839020103705,ZA01BAS0839020103705,drug_code,ZA01BAS0839020103705,2025-10,2025-10-31,H3,hidden,,hide_probability,observation,gray,0.9515,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,140000,140000,observation_only,observation_only,P3,insufficient,0,False,False,True,False,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Continue monitoring,False,2026-07-09T06:35:52.272567+00:00
F9BDA11C2EE443F49615B9AD6AFBD4AA|YL513516|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL513516|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL513516|XJ01CAA040E001010303712,default_tenant,default_enterprise,F9BDA11C2EE443F49615B9AD6AFBD4AA,F9BDA11C2EE443F49615B9AD6AFBD4AA,YL513516,YL513516,XJ01CAA040E001010303712,XJ01CAA040E001010303712,drug_code,XJ01CAA040E001010303712,2025-10,2025-10-31,H3,hidden,,hide_probability,observation,gray,0.9512,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,510000,510000,observation_only,observation_only,P3,medium,0,False,False,True,False,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Continue monitoring,False,2026-07-09T06:35:52.272567+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL5100371|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL5100371|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL5100371|XA12CBP084X001010403705,default_tenant,default_enterprise,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL5100371,YL5100371,XA12CBP084X001010403705,XA12CBP084X001010403705,drug_code,XA12CBP084X001010403705,2025-10,2025-10-31,H3,hidden,,hide_probability,attention,gray,0.9509,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,510000,510000,one_shot_attention,one_shot_attention,P3,medium,0,False,False,False,True,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Check second-purchase opportunity,False,2026-07-09T06:35:52.272567+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL514035|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL514035|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL514035|XA12CBP084X001010403705,default_tenant,default_enterprise,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL514035,YL514035,XA12CBP084X001010403705,XA12CBP084X001010403705,drug_code,XA12CBP084X001010403705,2025-10,2025-10-31,H3,hidden,,hide_probability,observation,gray,0.9509,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,510000,510000,observation_only,observation_only,P3,insufficient,0,False,False,True,False,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Continue monitoring,False,2026-07-09T06:35:52.272567+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL514743|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL514743|e55aab9b3ee754a3580eded051caa1c2|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL514743|e55aab9b3ee754a3580eded051caa1c2,default_tenant,default_enterprise,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL514743,YL514743,e55aab9b3ee754a3580eded051caa1c2,e55aab9b3ee754a3580eded051caa1c2,drug_code,e55aab9b3ee754a3580eded051caa1c2,2025-10,2025-10-31,H3,hidden,,hide_probability,attention,gray,0.9509,hidden,derived_from_churn_probability_hidden_unless_allowed,low,low,relative,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,510000,510000,one_shot_attention,one_shot_attention,P3,weak,0,False,False,False,True,False,source_aligned_m1_candidate_policy; presentation_user_fill_is_downstream,Check second-purchase opportunity,False,2026-07-09T06:35:52.272567+00:00
